caseid,weight,votereg,Q2,Q3a,Q3b,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_7,Q4_8,Q4_9,Q4_11,Q4_12,Q4_13,Q4_14,Q4_15,Q4_16,Q4_17,Q4_18,Q4_19,Q4_20,Q4_21,Q5,Q6,Q7,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_11,Q8_12,Q8_13,Q8_14,Q8_15,Q8_16,Q8_17,Q8_18,Q8_19,Q8_20,Q8_21,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10,Q11,Q12,Q13,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q16_11,Q16_12,Q16_13,Q16_14,Q16_15,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q20,Q21,Q22,tsmart_voter_score,tsmart_pid,tsmart_G2016_vote_type,tsmart_P2016_vote_type,tsmart_P2014_vote_type,tsmart_G2014_vote_type,tsmart_G2012_vote_type,tsmart_P2012_vote_type,tsmart_PP2012_vote_type,tsmart_match_status,vb_vf_g2018,vb_vf_p2018,vb_vf_p2018_party,birthyr,gender,race,educ,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputstate,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
1000518489,1.20615575406905,1,9,9,1,5,1,2,5,2,3,5,5,2,2,5,2,5,2,5,5,2,5,3,4,2,4,998,1,998,998,998,998,998,998,998,4,998,998,3,998,2,998,998,998,998,998,1,5,3,2,4,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,2,3,3,2,2,3,2,2,2,3,2,2,1,3,3,3,3,1,1,3,5,3,8,8,98,98,98,98,98,98,98,2,,,,1945,2,1,6,4,5,4,1,1,1,21,3,1,1,1,1,1,1,09/03/2019 00:04:11,09/03/2019 00:20:16
1001127995,0.893656403476688,2,2,1,1,6,2,1,6,2,2,6,2,2,6,6,2,6,2,6,6,1,6,1,4,19,4,998,2,998,998,3,998,998,998,998,998,998,998,998,998,4,998,998,1,998,5,2,3,998,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,3,2,2,3,3,3,3,3,2,3,3,2,3,8,3,8,3,1,2,2,1,1,1,1,1,1,1,1,1,98,1,R,R,,1962,1,1,5,1,4,7,1,1,7,34,1,1,9,6,2,4,7,09/02/2019 23:54:42,09/03/2019 00:21:08
1001260735,0.868527690767311,1,9,9,1,5,1,2,6,1,6,5,6,1,2,6,2,5,2,6,6,2,8,5,4,2,4,998,1,9,998,3,8,998,998,998,4,6,998,7,998,2,998,998,5,998,10,1,3,4,2,5,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,2,3,3,3,2,3,3,3,3,3,2,1,2,3,3,3,3,2,1,1,4,2,2,3,2,2,2,2,2,98,98,1,E,E,D,1952,2,1,2,3,5,2,3,3,4,47,3,1,1,2,1,1,2,09/03/2019 00:02:56,09/03/2019 00:21:37
1001246979,0.676620374075929,1,9,9,1,6,2,2,6,1,2,6,1,2,2,6,2,6,1,6,2,1,6,6,4,9,3,998,5,9,998,4,998,998,998,1,7,8,998,6,998,3,998,10,2,998,998,4,3,5,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,3,4,4,4,2,3,3,3,3,4,4,3,3,2,3,3,2,3,1,3,1,2,1,1,3,3,3,3,3,3,3,3,1,,,,1946,2,1,3,3,5,2,1,1,1,26,1,1,9,6,2,4,7,09/03/2019 00:04:43,09/03/2019 00:24:16
1001246997,1.19089407411322,1,9,9,1,3,4,4,4,4,3,4,1,4,4,6,4,3,1,4,3,3,2,4,4,9,3,998,998,998,998,998,998,4,998,2,998,998,998,998,998,1,998,998,5,3,998,998,998,998,1,998,5,2,4,1,1,2,1,2,1,2,2,2,2,1,2,2,3,1,2,2,3,1,1,3,2,2,2,2,3,2,2,2,3,3,3,3,1,2,3,3,1,8,8,98,98,98,98,98,98,98,8,A,A,,1955,1,1,4,1,1,9,1,2,6,6,6,1,11,5,2,4,7,09/03/2019 00:06:56,09/03/2019 00:27:24
1001142351,0.768391475697264,1,9,9,1,2,2,1,2,1,4,3,2,1,1,5,2,2,2,5,3,1,3,1,4,19,5,9,2,7,998,3,8,998,998,998,5,4,998,998,998,10,998,998,1,998,6,2,3,4,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,1,2,3,2,3,3,3,2,2,2,2,3,4,3,3,3,3,1,8,5,5,2,1,1,5,5,98,5,5,98,98,1,Y,Y,,1937,2,1,6,1,5,9,1,1,1,36,2,1,5,6,2,4,7,09/03/2019 00:04:18,09/03/2019 00:27:33
1001295993,0.653647465956853,1,9,9,1,5,4,3,3,2,3,3,3,3,3,3,2,6,1,3,6,1,2,3,4,19,3,998,998,998,998,5,3,998,998,8,7,9,998,4,998,2,998,998,1,6,10,5,3,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,3,2,3,2,3,2,3,4,3,3,3,2,1,8,3,3,1,2,1,1,1,1,3,2,2,98,2,7,9,98,1,E,E,,1946,1,1,3,1,5,6,3,3,4,48,1,2,11,6,2,4,2,09/03/2019 00:11:06,09/03/2019 00:27:43
1000818743,1.20655080773713,1,9,9,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,22,5,998,998,7,998,998,998,6,3,998,4,5,998,998,2,8,998,9,10,1,998,4,3,1,5,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,3,2,2,3,2,2,2,3,3,2,3,3,1,1,2,1,2,1,3,2,3,1,3,3,3,3,3,3,3,3,1,A,A,,1944,1,1,4,1,5,8,1,2,1,26,3,3,1,4,1,1,3,09/03/2019 00:13:50,09/03/2019 00:30:48
1000100809,2.10551150058944,1,9,9,1,6,1,2,5,1,5,6,6,1,2,6,2,2,2,6,5,1,5,2,4,2,4,998,1,6,998,3,998,998,998,998,4,998,998,7,998,5,998,998,2,998,998,1,4,3,5,2,4,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,3,3,3,2,3,3,2,3,3,3,4,2,3,3,4,3,1,1,1,4,2,1,3,5,98,5,5,5,98,98,1,Y,Y,D,1951,2,2,6,3,5,97,1,1,1,45,3,1,1,2,1,1,1,09/03/2019 00:11:54,09/03/2019 00:33:30
1001164667,1.20655080773713,1,9,9,1,3,3,3,3,4,3,3,2,1,3,3,3,3,3,3,3,2,2,6,4,11,1,7,6,998,998,998,998,998,998,5,1,998,9,10,8,4,998,998,2,3,998,4,5,1,3,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,3,2,1,2,3,2,2,3,3,2,1,2,3,3,3,1,3,1,2,2,1,1,3,5,5,5,5,5,5,5,1,Y,Y,,1945,1,1,3,3,6,3,1,1,1,29,3,1,2,6,2,2,3,09/03/2019 00:15:49,09/03/2019 00:33:34
1001122645,1.67877512108085,1,9,9,2,5,1,5,6,2,6,6,6,2,6,6,5,6,2,6,6,1,6,6,4,19,4,998,2,998,998,3,998,998,998,998,4,998,998,6,998,5,998,998,1,998,998,2,3,4,5,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,3,1,3,3,1,3,2,3,2,2,3,2,3,2,3,3,3,3,2,1,4,5,2,1,3,5,5,98,98,5,98,98,1,Y,,,1954,2,1,6,1,5,12,5,8,1,39,4,1,2,2,2,1,4,09/03/2019 00:12:45,09/03/2019 00:36:54
1001260745,1.39225625772483,1,9,9,2,6,3,4,6,5,6,6,6,2,6,6,1,6,1,6,6,2,6,6,4,16,3,998,998,998,998,998,998,998,998,998,998,998,998,2,998,1,998,998,3,998,998,998,998,998,1,2,4,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,2,2,3,2,2,2,2,1,5,8,98,98,98,98,98,98,98,1,,,,1995,2,4,5,1,4,11,1,1,7,9,1,1,6,4,2,1,6,09/03/2019 00:14:59,09/03/2019 00:50:16
1001164189,0.696649724611621,1,9,9,1,6,3,2,5,1,5,5,5,2,5,6,5,5,1,6,6,1,6,2,4,19,3,998,5,7,998,3,8,998,998,998,6,9,998,998,10,2,998,998,1,998,4,5,3,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,2,2,4,4,4,4,3,4,3,2,3,4,2,4,2,8,3,3,3,3,1,1,2,2,3,3,3,98,98,5,98,98,98,1,A,,,1956,2,1,3,6,5,4,1,1,7,13,1,1,1,5,1,3,1,09/03/2019 00:14:51,09/03/2019 00:55:37
1001027609,1.1856701144561,1,9,9,1,2,1,2,2,2,2,2,2,1,2,6,2,2,1,6,6,1,2,2,4,19,3,998,5,4,998,998,6,998,998,998,2,998,998,998,998,3,998,998,1,998,998,3,5,2,4,1,1,3,2,2,2,2,1,1,1,2,1,2,2,2,2,3,3,1,3,1,3,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,3,2,2,98,2,2,98,98,1,E,E,D,1961,2,2,5,1,5,7,1,1,1,48,3,1,1,5,1,3,3,09/02/2019 23:58:55,09/03/2019 01:54:18
1001457753,1.31435695828214,1,9,9,1,2,2,1,2,1,4,3,2,1,1,2,1,3,2,2,4,1,4,2,4,19,3,998,3,6,998,5,2,998,998,998,4,7,998,8,998,998,998,998,1,998,998,2,4,3,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,8,3,3,3,2,2,2,3,2,8,2,3,4,3,3,3,3,3,1,2,3,2,8,8,98,98,98,98,98,98,98,8,,,,1989,1,1,6,1,1,8,1,2,1,32,2,1,5,6,2,4,7,09/03/2019 19:14:08,09/03/2019 19:21:15
1001562163,1.79861704343304,1,9,9,1,5,2,2,5,2,2,5,2,2,3,5,2,2,1,5,2,1,5,2,4,2,4,998,1,998,998,5,998,998,998,998,4,998,998,998,998,3,998,998,2,998,998,1,5,4,3,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,3,2,3,3,2,3,3,3,3,3,3,3,2,2,8,3,3,1,4,1,2,2,1,1,3,5,5,98,5,5,5,98,1,,Y,D,1959,1,1,5,3,5,9,3,3,1,17,3,1,2,4,2,3,6,09/03/2019 19:13:33,09/03/2019 19:24:00
1001562155,0.941827232770736,1,9,9,1,5,2,2,5,1,3,3,2,2,5,5,2,5,2,5,5,1,5,5,4,19,3,998,4,9,998,3,8,998,998,7,5,998,998,6,998,2,998,998,1,998,10,5,3,4,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,2,2,3,3,4,4,3,2,3,3,3,4,3,3,3,2,3,3,1,3,3,1,1,5,2,1,1,4,4,4,1,4,4,98,1,,B,,1946,1,1,3,5,5,5,1,1,1,6,2,2,11,6,2,3,6,09/03/2019 19:13:32,09/03/2019 19:24:59
1001557415,1.11564910390826,1,9,9,1,5,2,2,3,2,3,3,3,2,2,6,2,3,2,6,3,2,3,1,4,19,3,998,6,8,998,5,3,998,998,998,7,4,998,9,998,10,998,998,1,998,2,2,4,3,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,3,2,2,3,3,1,2,2,3,2,2,1,3,3,3,3,1,1,1,1,1,1,3,1,1,1,1,1,98,98,1,,,,1952,1,1,6,1,5,97,3,3,1,48,3,1,11,5,2,4,7,09/03/2019 19:12:53,09/03/2019 19:26:07
1001473933,1.28149403096214,1,9,9,1,2,2,2,3,2,3,3,3,2,2,4,2,3,2,5,2,1,4,3,4,19,3,998,5,2,998,8,998,998,998,998,4,7,998,998,998,6,998,3,1,998,9,3,5,2,4,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,3,3,1,2,3,3,2,2,3,3,2,2,2,3,2,2,2,1,3,2,3,2,1,2,1,1,1,3,5,98,98,5,1,98,98,1,M,,,1954,1,1,5,1,5,10,1,1,1,53,2,1,9,6,2,4,7,09/03/2019 19:14:37,09/03/2019 19:27:41
1001562351,1.48906097118088,1,9,9,1,6,2,1,6,2,6,6,6,1,6,6,2,6,2,6,6,2,6,6,4,11,2,10,3,4,8,6,998,998,7,998,1,998,998,998,9,2,998,998,5,998,998,4,2,1,3,5,4,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,3,2,2,2,1,2,2,1,2,3,2,3,8,8,3,4,8,1,1,1,8,8,98,98,98,98,98,98,98,8,,,,1968,1,1,5,1,1,15,1,1,1,26,2,1,11,6,2,4,7,09/03/2019 19:15:26,09/03/2019 19:27:42
1001401273,0.678611554938334,1,9,9,2,3,3,3,5,2,4,5,4,2,5,6,2,5,3,5,5,1,5,2,4,19,3,998,5,998,998,4,10,998,998,998,2,6,998,3,998,7,998,9,1,998,8,4,3,2,5,1,1,3,2,2,2,2,2,2,2,2,2,2,1,2,2,4,4,3,3,4,4,4,3,3,4,2,3,4,4,4,3,2,3,3,3,4,3,3,1,2,3,8,8,98,98,98,98,98,98,98,8,,,,1961,2,2,3,1,5,97,1,2,7,48,3,2,11,5,1,2,1,09/03/2019 19:16:37,09/03/2019 19:29:13
1001512591,0.590207797656442,1,9,9,1,2,2,2,2,2,2,2,3,1,2,6,2,2,2,5,3,1,2,1,4,11,3,998,998,7,998,6,3,9,998,998,1,5,998,8,10,998,998,998,2,998,4,5,3,1,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,3,1,3,3,2,3,4,3,3,3,3,2,2,2,3,3,3,3,3,2,2,5,3,1,1,1,98,98,1,98,1,98,1,P,P,,1947,1,1,6,1,1,97,1,1,1,9,1,1,10,5,2,4,7,09/03/2019 19:14:32,09/03/2019 19:29:14
1001562837,0.951238290507869,1,9,9,1,1,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,4,1,2,1,4,3,998,8,10,998,6,2,9,998,998,998,998,998,998,998,7,998,5,1,4,3,5,2,2,1,1,2,1,2,1,1,1,2,2,2,2,1,2,2,4,2,4,2,4,2,2,2,3,2,3,2,4,2,4,2,3,3,3,3,3,2,1,1,1,1,1,2,2,98,2,8,8,98,1,,E,,1956,1,1,6,1,2,12,3,3,1,54,2,1,9,6,2,4,7,09/03/2019 19:21:11,09/03/2019 19:29:16
1001558759,0.696349967258162,1,9,9,1,6,4,3,6,2,3,6,6,1,2,6,3,6,2,6,6,2,2,6,4,11,2,998,998,998,998,998,998,998,998,998,1,2,998,998,998,3,998,998,998,998,998,5,2,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,3,3,2,3,2,3,2,2,2,3,2,1,2,2,2,1,2,2,2,3,2,1,5,98,98,5,5,98,98,1,,,,1982,2,1,6,1,1,9,1,1,1,31,1,2,9,6,2,4,7,09/03/2019 19:21:11,09/03/2019 19:30:07
1001563159,0.865808243444847,1,9,9,2,5,4,2,6,2,4,6,2,2,3,6,3,5,2,6,5,1,4,2,4,19,3,998,998,998,998,998,998,998,998,998,3,998,998,998,998,2,998,998,1,998,998,5,4,3,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,3,3,3,2,3,1,2,3,3,2,1,2,3,3,3,3,3,2,1,1,1,8,8,98,98,98,98,98,98,98,8,,,,1980,1,1,6,1,1,14,3,3,4,18,1,1,10,6,2,4,7,09/03/2019 19:24:21,09/03/2019 19:30:19
1001563041,0.706273963637814,1,9,9,1,5,2,6,5,5,5,5,5,5,5,5,5,4,1,5,5,2,5,6,4,16,2,998,3,998,998,998,998,998,998,998,998,998,998,998,998,1,998,998,2,998,998,2,998,998,1,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,4,3,3,3,4,3,4,4,2,4,4,3,4,4,4,2,3,3,1,8,4,2,1,5,3,3,1,1,98,98,98,1,98,98,1,P,,,1952,2,2,3,4,3,2,1,2,1,42,2,2,1,6,2,1,1,09/03/2019 19:23:04,09/03/2019 19:30:48
1001562997,0.744572938420989,1,9,9,1,5,3,2,5,1,4,5,5,4,3,6,2,5,2,6,6,2,4,3,4,5,2,998,998,998,998,1,998,998,998,998,998,998,998,998,998,3,998,998,2,998,998,998,1,3,998,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,1,1,2,3,8,8,98,98,98,98,98,98,98,8,M,A,,1986,2,1,6,5,1,97,1,1,1,6,2,1,5,5,2,3,6,09/03/2019 19:22:35,09/03/2019 19:31:09
1001563111,0.809635544713584,1,9,9,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,3,3,4,16,2,998,998,998,998,998,998,998,998,3,998,998,998,998,998,1,998,998,2,998,998,998,998,998,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,4,3,4,3,4,3,3,3,4,1,3,4,4,3,2,2,3,3,3,3,1,2,1,2,2,2,1,4,98,98,98,4,98,98,1,M,,,1957,1,1,6,1,1,15,3,3,4,34,1,1,10,6,2,4,7,09/03/2019 19:23:46,09/03/2019 19:31:56
1001521491,0.996888387568646,1,9,9,1,2,1,2,8,2,2,8,8,8,2,6,2,2,3,6,2,2,5,2,4,2,4,998,1,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,1,3,5,4,2,2,1,1,3,2,2,2,2,2,2,2,2,2,2,1,1,4,4,3,2,4,4,2,4,4,3,3,4,4,3,2,1,2,1,3,8,1,8,3,5,2,1,3,5,5,5,5,2,2,98,1,,,,1931,1,1,6,4,5,12,3,3,1,17,3,1,5,4,2,3,6,09/03/2019 19:22:53,09/03/2019 19:31:57
1001563049,0.852701212899074,1,9,9,1,5,1,1,2,1,4,5,4,1,2,5,2,5,2,5,2,2,4,3,4,2,4,998,1,5,998,3,7,998,998,998,4,8,998,9,998,10,998,2,6,998,998,1,3,2,5,4,4,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,3,2,2,3,3,3,2,2,3,2,2,2,2,1,3,1,3,3,3,3,3,1,2,2,1,1,1,4,4,4,4,4,4,98,1,A,A,,1950,2,1,6,1,1,15,1,2,1,6,3,1,5,5,2,2,6,09/03/2019 19:23:08,09/03/2019 19:32:41
1001528973,0.633417478195467,1,9,9,1,2,2,1,2,2,4,2,2,3,2,6,2,2,4,2,2,2,1,2,3,3,2,4,2,1,998,6,3,998,998,9,998,998,998,5,998,998,998,10,998,8,7,1,2,4,5,3,5,1,1,2,2,1,2,2,2,2,2,1,1,1,2,3,3,2,2,2,3,3,3,4,3,3,2,2,2,2,1,1,3,3,3,3,3,3,2,2,2,1,1,5,5,5,5,98,98,98,1,Y,Y,,1937,1,1,6,1,5,9,1,2,1,36,2,1,5,3,2,3,7,09/03/2019 19:24:06,09/03/2019 19:34:45
1001563047,0.893560080021926,1,9,9,1,6,5,6,6,6,5,6,6,5,6,6,5,6,1,6,6,1,6,6,4,16,2,998,3,998,998,998,998,998,998,998,998,998,998,998,998,1,998,998,2,998,998,3,5,4,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,2,4,3,2,2,2,3,2,2,3,2,2,4,3,3,3,1,1,2,2,5,1,8,8,98,98,98,98,98,98,98,8,Y,,,1961,2,2,2,5,6,2,1,1,1,36,2,3,1,4,1,1,1,09/03/2019 19:23:07,09/03/2019 19:36:01
1001551759,1.53042567980062,1,9,9,1,6,2,2,6,1,4,5,2,2,2,6,2,6,1,6,2,1,3,2,4,19,2,998,2,5,998,3,8,998,998,9,7,6,998,998,998,4,998,998,1,998,10,2,3,5,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,1,3,3,1,2,4,2,3,4,4,2,2,4,3,3,3,3,1,1,2,2,1,1,1,5,98,5,5,5,98,98,1,,,,1961,1,1,6,1,1,13,1,1,1,12,3,1,5,6,2,4,7,09/03/2019 19:23:48,09/03/2019 19:37:13
1001568613,1.48517230251367,1,9,9,1,6,4,2,6,1,3,6,3,2,5,6,2,6,3,6,5,2,6,1,4,5,2,998,998,3,998,1,998,998,998,998,998,998,998,4,998,998,998,5,998,998,2,5,1,3,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,3,3,4,3,3,2,4,2,3,3,2,3,2,2,3,3,2,3,3,1,1,1,1,1,3,5,5,98,5,5,98,98,1,Y,Y,D,1958,1,1,5,1,1,10,3,3,1,17,2,1,10,6,2,4,7,09/03/2019 19:30:38,09/03/2019 19:37:57
1000112507,1.09076757438637,1,9,9,1,3,4,6,2,6,6,6,6,3,4,6,6,6,2,6,6,6,8,6,4,22,3,998,998,6,3,998,7,998,5,998,2,998,8,998,10,1,9,4,998,998,998,1,3,4,2,5,4,3,3,3,2,1,2,2,2,2,2,2,2,2,2,3,2,1,3,2,3,2,1,3,3,2,2,2,3,2,3,1,3,3,2,3,3,2,2,2,3,3,1,4,3,98,98,98,98,98,1,A,A,,1952,2,1,2,1,5,4,1,2,1,6,3,3,11,2,1,1,1,09/03/2019 19:24:22,09/03/2019 19:38:33
1001511559,1.50548532427797,1,9,9,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,22,2,998,998,998,998,2,998,998,998,998,998,998,998,998,998,1,998,998,3,998,998,997,997,997,997,997,1,4,4,4,2,2,2,2,2,2,1,2,2,2,2,1,3,1,3,3,3,2,2,3,3,3,3,3,3,3,3,1,8,3,3,3,3,3,5,3,2,1,1,1,98,98,1,1,98,98,1,P,,,1961,1,1,5,1,1,9,1,2,2,34,3,1,5,4,2,2,6,09/03/2019 19:30:54,09/03/2019 19:38:39
1001556487,0.60440157595547,1,9,9,1,6,3,5,6,1,4,6,2,1,6,6,2,3,1,6,6,1,4,2,4,19,3,998,998,998,998,4,6,998,998,998,2,998,998,998,998,3,998,998,1,998,5,5,4,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,2,2,3,2,1,2,2,1,2,2,3,3,3,3,4,1,2,5,3,2,3,4,98,98,98,98,98,98,1,,,,1948,1,1,6,2,5,6,1,2,1,48,1,1,11,6,2,4,6,09/03/2019 19:14:39,09/03/2019 19:40:05
1001568473,0.886322828783244,1,9,9,1,6,4,2,6,1,4,5,4,1,4,6,3,6,4,6,4,1,4,3,4,19,3,998,5,4,998,3,998,998,998,998,2,998,998,6,998,7,998,998,1,998,998,4,3,2,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,3,2,4,3,2,2,3,2,1,3,2,2,2,2,1,3,3,3,1,1,2,2,1,2,3,9,98,11,11,9,98,98,1,E,P,D,1969,1,1,3,3,1,13,1,1,1,47,1,1,1,6,2,4,6,09/03/2019 19:29:03,09/03/2019 19:40:10
1001501489,0.648650396655601,1,9,9,1,1,2,2,2,1,2,3,2,2,2,5,2,3,1,5,2,1,3,2,4,19,4,4,998,998,998,2,998,998,998,998,5,998,998,998,998,3,998,998,1,998,998,4,2,3,5,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,3,2,3,3,3,3,2,3,2,2,2,3,3,3,2,1,2,3,4,4,3,2,1,1,1,1,4,4,4,4,4,4,98,1,A,A,,1944,1,1,6,4,5,11,1,1,1,6,2,1,10,5,2,4,7,09/03/2019 19:34:14,09/03/2019 19:41:19
1001568561,1.07529813215173,1,9,9,1,3,1,3,3,3,3,3,3,4,3,6,3,3,4,6,5,4,3,3,4,2,2,998,1,998,3,998,998,998,998,998,998,998,998,998,998,998,998,2,998,5,4,1,2,5,4,3,2,1,1,3,2,2,2,2,2,2,2,2,1,2,2,3,3,2,3,3,3,3,2,2,3,2,3,3,3,1,1,1,3,3,1,3,1,2,1,1,2,1,3,1,98,98,1,1,98,98,1,P,,,1953,1,1,4,1,5,11,3,4,1,9,3,1,2,6,2,4,6,09/03/2019 19:29:55,09/03/2019 19:41:52
1001563255,0.758382345300644,1,9,9,1,5,2,2,5,5,5,5,5,2,5,5,5,5,3,5,5,2,5,5,4,2,4,998,1,4,998,7,5,998,998,998,2,998,998,6,9,10,998,998,3,998,8,1,4,3,5,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,3,2,3,3,4,4,3,3,4,3,3,4,3,3,3,1,3,3,3,3,1,1,1,2,3,8,8,98,98,98,98,98,98,98,8,,,,1949,2,2,3,5,5,5,1,1,1,51,3,1,2,6,2,3,6,09/03/2019 19:25:43,09/03/2019 19:42:31
1001511539,0.786870354316314,1,9,9,1,2,2,2,2,1,4,2,4,1,1,6,2,2,4,3,4,3,4,2,4,11,4,998,5,6,8,3,4,998,998,998,1,2,998,7,9,998,998,998,10,998,998,2,3,1,5,4,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,3,3,3,3,3,3,3,3,2,3,2,2,3,1,1,2,2,3,3,1,5,2,3,1,1,5,5,5,5,5,5,98,1,Y,Y,D,1941,2,1,6,1,5,97,1,1,1,10,2,1,10,6,2,4,7,09/03/2019 19:25:47,09/03/2019 19:44:22
1001568991,0.978329680038317,1,9,9,1,2,2,1,2,1,2,2,3,1,1,6,1,3,1,2,1,1,2,2,4,19,3,998,998,4,998,2,8,10,998,998,7,9,998,6,998,5,998,3,1,998,998,5,2,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,4,3,2,2,3,1,2,3,3,2,3,2,1,3,3,3,3,2,1,1,1,8,8,98,98,98,98,98,98,98,8,,,,1965,1,1,5,1,2,10,1,1,1,39,1,1,9,6,2,4,7,09/03/2019 19:34:43,09/03/2019 19:44:34
1001563027,1.28977475057174,1,9,9,2,6,1,3,5,5,4,6,5,2,5,5,2,5,3,5,5,3,4,5,3,2,4,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,998,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,3,2,2,2,2,1,2,1,3,2,3,3,3,1,3,1,1,1,2,2,1,1,1,5,98,98,5,5,98,98,1,Y,Y,,1957,1,1,3,5,2,9,1,2,2,36,3,2,5,5,2,3,6,09/03/2019 19:22:54,09/03/2019 19:45:01
1001568967,0.978329680038317,1,9,9,1,2,2,1,2,1,1,2,3,2,1,5,2,5,2,2,3,1,4,1,4,12,4,998,998,3,998,5,4,998,998,998,998,1,998,998,998,998,998,998,2,998,998,5,2,3,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,3,3,2,3,3,1,2,3,3,2,3,4,3,3,1,3,1,1,5,1,1,1,3,3,1,3,3,3,1,98,1,A,A,,1963,1,1,5,1,4,7,1,1,1,27,1,1,9,6,2,4,7,09/03/2019 19:34:27,09/03/2019 19:45:10
1001510757,2.02342209468019,1,9,9,1,6,4,4,5,4,4,6,6,4,5,6,4,5,4,3,6,4,3,6,2,22,2,998,2,998,998,998,998,998,998,998,998,998,998,998,4,998,998,3,998,1,998,997,997,997,997,997,5,3,1,4,2,2,2,2,2,2,2,2,1,2,2,1,4,1,3,3,3,3,1,2,1,3,2,2,3,2,4,1,3,3,3,3,2,2,3,4,2,1,1,1,1,1,1,1,1,98,1,P,P,D,1947,1,1,5,1,5,8,1,2,2,42,4,1,2,2,2,1,1,09/03/2019 19:38:04,09/03/2019 19:46:09
